time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
13:23:14.916442,0,6851.77,269.21,0.12,215410576.00,29639524.00,9510947.00,131.10,189.74
13:23:15.503472,1,6851.77,260.31,0.12,215410576.00,29639524.00,8405372.00,124.55,180.36
13:23:15.598469,2,6851.77,259.04,0.12,215410576.00,29639524.00,8247433.00,123.61,180.36
13:23:15.941531,3,6851.77,259.04,0.12,215410576.00,29639524.00,8247433.00,123.61,180.36
13:23:16.282532,4,6851.77,259.04,0.12,215410576.00,29639524.00,8247433.00,123.61,180.36
13:23:16.616813,5,6851.77,259.04,0.12,215410576.00,29639524.00,8247433.00,123.61,180.36
13:23:16.957407,6,6851.77,259.04,0.12,215410576.00,29639524.00,8247433.00,123.61,180.36
13:23:17.301261,7,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:17.635191,8,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:17.974833,9,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:18.315843,10,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:18.655039,11,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:18.993367,12,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:19.332293,13,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:19.672203,14,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:20.013839,15,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:20.353345,16,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:20.693115,17,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:21.032674,18,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
13:23:21.373724,19,6851.77,266.28,0.12,215410576.00,29639524.00,9133121.00,128.93,187.03
