time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
01:16:10.530214,0,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.595218,1,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.634222,2,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.686222,3,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.714217,4,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.782215,5,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.835215,6,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.862218,7,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.943219,8,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:10.981216,9,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:11.310814,10,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:11.378900,11,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:11.431004,12,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:11.496003,13,47.90,30.62,0.15,348224.75,92349.88,838153.93,14.19,20.94
01:16:11.613011,14,47.90,30.62,0.15,348224.75,88705.98,664145.75,12.89,19.28
01:16:11.648002,15,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.653004,16,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.700005,17,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.767003,18,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.798003,19,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.810008,20,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.861005,21,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.866005,22,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.926008,23,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.935007,24,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.979004,25,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:11.984001,26,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:12.060004,27,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:12.066005,28,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:12.114006,29,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
01:16:12.149003,30,46.42,28.75,0.16,332099.93,88705.98,664145.75,12.89,19.28
