time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
18:59:44.825281,0,10.28,29.09,0.14,34209.98,12876.73,693132.87,13.12,19.58
18:59:44.875281,1,10.28,29.09,0.14,34209.98,12876.73,693132.87,13.12,19.58
18:59:44.928282,2,10.28,29.09,0.14,34209.98,12876.73,693132.87,12.44,18.70
18:59:44.994281,3,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.029290,4,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.106285,5,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.138281,6,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.204299,7,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.240285,8,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.289282,9,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.358281,10,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.461287,11,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.524320,12,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.560323,13,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.656283,14,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.694288,15,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.758282,16,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.764282,17,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.841287,18,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.922282,19,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.947289,20,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:45.991328,21,9.95,28.09,0.14,32565.80,12349.31,609410.12,12.44,18.70
18:59:46.045285,22,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.089282,23,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.096283,24,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.369280,25,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.378282,26,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.424282,27,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.429280,28,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.478284,29,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.523282,30,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.528280,31,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.622287,32,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.679280,33,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.713280,34,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.747283,35,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.782285,36,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.815283,37,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.851341,38,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.858290,39,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.904293,40,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.33,18.56
18:59:46.956281,41,9.95,27.93,0.14,32565.80,12349.31,596373.81,12.77,19.13
18:59:46.997285,42,0.10,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.130284,43,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.176291,44,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.284282,45,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.377289,46,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.421278,47,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.500286,48,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.522280,49,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.571282,50,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.623285,51,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.632283,52,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.706285,53,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.757282,54,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.774282,55,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.820286,56,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:47.888280,57,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:48.008287,58,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:48.112287,59,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:48.227280,60,9.95,28.59,0.14,32565.80,12349.31,650064.37,12.77,19.13
18:59:48.519280,61,9.95,28.59,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.605286,62,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.659282,63,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.749328,64,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.778284,65,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.809285,66,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.838282,67,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.843281,68,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.886289,69,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.892282,70,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.897280,71,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.924282,72,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.955282,73,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.963281,74,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.985284,75,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.989284,76,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.993283,77,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:48.996281,78,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.026283,79,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.031284,80,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.051285,81,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.056289,82,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.092283,83,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.131287,84,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.180279,85,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.230282,86,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.282283,87,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.332285,88,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.396281,89,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.438285,90,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
18:59:49.492281,91,9.95,27.76,0.14,32565.80,12349.31,583587.37,12.22,18.41
