time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
20:20:07.818564,0,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:07.869567,1,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:07.911569,2,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:07.980572,3,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.056566,4,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.065568,5,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.114567,6,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.201565,7,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.386567,8,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.479564,9,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.629566,10,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.647564,11,80.26,29.09,0.08,758296.62,178817.54,693132.87,13.12,19.58
20:20:08.701567,12,80.26,29.09,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.746567,13,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.760564,14,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.797567,15,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.803565,16,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.903165,17,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.937165,18,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:08.976171,19,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.000167,20,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.046166,21,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.104169,22,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.202168,23,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.330227,24,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.397229,25,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.517227,26,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.595228,27,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.616226,28,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.669227,29,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.717228,30,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.780231,31,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.846228,32,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.879233,33,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:09.961809,34,80.26,28.59,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.009805,35,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.115491,36,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.169490,37,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.235493,38,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.266491,39,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.337493,40,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.401028,41,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.477436,42,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.532437,43,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.537437,44,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.646915,45,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.658914,46,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.701913,47,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.752914,48,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.796455,49,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.804452,50,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.868002,51,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.919531,52,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:10.982530,53,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:11.042600,54,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:11.086062,55,80.26,28.75,0.08,758296.62,178817.54,664145.75,12.89,19.28
20:20:11.137059,56,80.26,28.75,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.278879,57,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.286871,58,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.367871,59,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.416873,60,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.466878,61,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.513874,62,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.549874,63,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.596873,64,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
20:20:11.603875,65,80.26,28.59,0.08,758296.62,178817.54,650064.37,12.77,19.13
