time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
23:27:54.140386,0,13.55,28.38,1.86,17985.93,10209.58,2280.67,4.21,9.78
23:27:54.644386,1,13.43,28.06,1.87,17808.39,10124.05,2208.57,4.15,9.67
23:27:54.843385,2,13.43,28.06,1.87,17808.39,10124.05,2208.57,4.15,9.67
23:27:55.154384,3,13.20,28.16,2.23,17243.65,9850.38,2237.76,4.18,9.72
23:27:55.492386,4,12.97,28.22,2.44,16904.80,9686.18,2255.28,4.19,9.74
23:27:55.829382,5,12.97,28.22,2.44,16904.80,9686.18,2255.28,4.19,9.74
23:27:56.169384,6,13.12,29.86,2.39,17182.78,9821.15,2805.01,4.57,10.65
23:27:56.504001,7,13.20,30.84,2.36,17349.57,9902.14,3134.85,4.80,10.95
23:27:56.841001,8,13.20,30.84,2.36,17349.57,9902.14,3134.85,4.80,10.95
23:27:57.177357,9,13.95,34.79,2.03,18878.32,10635.50,5076.24,5.98,13.23
23:27:57.516181,10,14.41,37.15,1.84,19795.57,11075.52,6241.07,6.37,13.99
23:27:57.854169,11,14.41,37.15,1.84,19795.57,11075.52,6241.07,6.37,13.99
23:27:58.192760,12,14.17,36.56,2.18,19311.23,10798.58,5812.47,6.19,13.64
23:27:58.532341,13,14.03,36.20,2.38,19020.62,10706.27,5669.60,6.13,13.52
23:27:58.871325,14,14.03,36.20,2.38,19020.62,10706.27,5669.60,6.13,13.52
23:27:59.250328,15,14.59,43.98,1.96,20421.80,11371.15,12222.77,8.28,17.51
23:27:59.549436,16,14.93,46.57,1.82,20888.86,11592.77,14407.16,9.00,18.84
23:27:59.886845,17,14.93,46.57,1.82,20888.86,11592.77,14407.16,9.00,18.84
23:28:00.225259,18,14.83,39.80,1.83,20678.85,11493.72,8464.94,6.79,14.77
23:28:00.606344,19,14.80,37.54,1.84,20608.85,11460.70,6484.20,6.48,14.19
