time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
18:10:26.649092,0,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.686089,1,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.737150,2,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.786148,3,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.837146,4,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.887144,5,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.936148,6,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:26.986144,7,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:27.038148,8,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:27.086144,9,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:27.133144,10,5.56,3.73,0.10,13535.23,5859.89,346.75,0.57,1.31
18:10:27.182145,11,5.56,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.232143,12,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.282146,13,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.332146,14,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.381143,15,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.430143,16,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.486146,17,5.41,3.59,0.10,3243.10,5661.96,300.10,0.54,1.25
18:10:27.534145,18,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.580143,19,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.629144,20,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.679143,21,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.729145,22,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.778143,23,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.828144,24,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.877147,25,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.927143,26,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:27.979145,27,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:28.043147,28,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:28.091155,29,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:28.137151,30,5.41,3.59,0.10,12998.42,5661.96,300.10,0.54,1.25
18:10:28.189146,31,5.41,3.59,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.234147,32,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.279149,33,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.327148,34,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.377147,35,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.426144,36,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.475145,37,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.526145,38,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
18:10:28.575146,39,5.41,3.53,0.10,12998.42,5661.96,281.91,0.52,1.22
