time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
18:31:08.683905,0,16.82,29.93,0.08,71844.57,24177.78,770633.62,13.70,20.33
18:31:08.734908,1,16.82,29.93,0.08,71844.57,24177.78,770633.62,13.70,20.33
18:31:08.793907,2,16.82,29.93,0.08,71844.57,24177.78,770633.62,13.70,20.33
18:31:08.873910,3,16.82,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:08.908910,4,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:08.947909,5,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.039908,6,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.105911,7,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.357909,8,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.414907,9,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.484911,10,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.534908,11,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.756910,12,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.776910,13,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.839908,14,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.872911,15,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.922912,16,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.969909,17,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:09.976908,18,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.069911,19,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.139908,20,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.176917,21,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.220911,22,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.235907,23,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.263913,24,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.268908,25,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.275907,26,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.316908,27,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.324906,28,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.355921,29,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.360909,30,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.416907,31,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.422907,32,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.426907,33,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.484923,34,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.491908,35,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.540916,36,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.569912,37,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.638911,38,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.672914,39,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.735926,40,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.865909,41,16.27,28.26,0.08,68341.59,23173.07,622701.43,12.55,18.84
18:31:10.938907,42,16.27,28.26,0.08,68341.59,23173.07,636251.37,12.66,18.99
18:31:10.984907,43,16.27,28.42,0.08,68341.59,23173.07,636251.37,12.66,18.99
18:31:11.074906,44,16.27,28.42,0.08,68341.59,23173.07,636251.37,12.66,18.99
18:31:11.092910,45,16.27,28.42,0.08,68341.59,23173.07,636251.37,12.66,18.99
