time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
19:03:53.741928,0,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:53.788930,1,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:53.841930,2,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:53.891927,3,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:53.942927,4,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:53.994933,5,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.050937,6,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.096951,7,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.147935,8,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.199931,9,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.251930,10,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.302931,11,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.353931,12,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.404928,13,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.456930,14,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.507930,15,31.21,29.76,0.05,182547.65,53368.05,754537.87,13.58,20.18
19:03:54.558929,16,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.609929,17,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.662929,18,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.713929,19,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.764929,20,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.816933,21,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.868932,22,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.919931,23,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:54.970930,24,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.020929,25,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.073928,26,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.124928,27,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.175927,28,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.226927,29,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.277927,30,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.328927,31,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.379929,32,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.429930,33,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.480931,34,30.33,29.25,0.05,174815.28,51442.42,708047.50,13.23,19.72
19:03:55.534958,35,30.33,29.25,0.05,174815.28,51442.42,723249.43,13.35,19.87
19:03:55.585931,36,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.635939,37,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.686933,38,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.736931,39,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.789930,40,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.839929,41,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.891928,42,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.942930,43,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:55.993935,44,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.044932,45,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.094926,46,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.144928,47,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.196930,48,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.247932,49,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.298934,50,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.348927,51,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.400935,52,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.463930,53,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.505933,54,30.99,29.42,0.05,180579.12,52879.01,723249.43,13.35,19.87
19:03:56.552936,55,30.99,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.603933,56,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.655929,57,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.706930,58,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.758931,59,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.810932,60,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.862929,61,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.913929,62,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:56.964930,63,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.017933,64,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.067934,65,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.118934,66,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.168933,67,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.218931,68,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.270042,69,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.322034,70,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.373038,71,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.426036,72,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.479039,73,30.77,29.42,0.05,178634.50,52395.14,723249.43,13.35,19.87
19:03:57.530033,74,30.77,29.42,0.05,178634.50,52395.14,723249.43,14.06,20.79
19:03:57.580033,75,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.631042,76,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.681034,77,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.735040,78,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.784050,79,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.835039,80,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.885037,81,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.935038,82,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:57.986039,83,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.036041,84,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.087033,85,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.140034,86,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.192034,87,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.243038,88,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.295039,89,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.347034,90,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.402037,91,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.453037,92,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.503037,93,30.99,30.45,0.06,180579.12,52879.01,820792.12,14.06,20.79
19:03:58.555034,94,30.99,30.45,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.606032,95,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.658035,96,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.708032,97,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.760032,98,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.811032,99,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.862033,100,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.913040,101,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:58.963034,102,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.015035,103,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.068039,104,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.119037,105,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.170035,106,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.220035,107,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.272034,108,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.321033,109,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.372035,110,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.423037,111,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.474035,112,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.525037,113,32.12,31.49,0.05,190665.15,55376.44,930036.37,14.81,21.73
19:03:59.575034,114,0.32,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.625036,115,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.677037,116,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.729032,117,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.780036,118,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.831038,119,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.883039,120,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.935039,121,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:03:59.985040,122,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.038041,123,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.094050,124,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.152034,125,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.203043,126,32.83,32.56,0.05,197019.53,153.96,1052258.62,15.58,22.71
19:04:00.240033,127,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.291036,128,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.342035,129,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.393034,130,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.452036,131,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.494034,132,32.83,32.56,0.05,197019.53,56939.58,1052258.62,15.58,22.71
19:04:00.546034,133,32.83,32.56,0.05,197019.53,56939.58,787037.25,13.82,20.48
19:04:00.597036,134,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.650038,135,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.701038,136,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.751037,137,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.802036,138,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.852037,139,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.903043,140,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:00.963036,141,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.015037,142,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.054037,143,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.105038,144,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.156037,145,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.221038,146,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.258038,147,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.314036,148,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.363037,149,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.413035,150,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.464034,151,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.518039,152,30.55,30.10,0.06,176713.40,51916.30,787037.25,13.82,20.48
19:04:01.568040,153,30.55,30.10,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.629040,154,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.670040,155,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.721035,156,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.772034,157,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.823034,158,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.874034,159,0.33,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.926034,160,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:01.977069,161,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.036036,162,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.079040,163,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.129034,164,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.181034,165,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.234072,166,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.284044,167,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.335039,168,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.385037,169,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.438035,170,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.492041,171,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,22.71
19:04:02.551037,172,33.07,32.56,0.05,199190.46,57471.89,1052258.62,15.58,20.79
19:04:02.595039,173,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.644039,174,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.692033,175,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.743033,176,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.795033,177,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.847034,178,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.901038,179,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:02.952040,180,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.018038,181,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.052037,182,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.102036,183,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.153034,184,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.205039,185,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.257037,186,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.308038,187,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.359036,188,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.409033,189,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.460032,190,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.512036,191,30.77,30.45,0.06,178634.50,52395.14,820792.12,14.06,20.79
19:04:03.563037,192,30.77,30.45,0.06,212796.75,60788.44,1213141.37,16.52,23.89
