time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
02:20:17.118306,0,238.33,188.59,1.12,1361418.12,402247.50,2549781.00,75.78,118.28
02:20:17.463107,1,237.48,187.40,1.12,1354050.87,400400.78,2489373.75,75.41,117.79
02:20:17.803309,2,237.48,187.40,1.12,1354050.87,400400.78,2489373.75,75.41,117.79
02:20:18.145660,3,241.34,190.97,1.11,1392963.25,410147.06,2700798.50,77.98,121.24
02:20:18.486334,4,242.62,192.16,1.11,1398522.12,411539.37,2731002.25,78.35,121.73
02:20:18.827115,5,242.62,192.16,1.11,1398522.12,411539.37,2731002.25,78.35,121.73
02:20:19.164709,6,241.11,184.92,1.11,1385395.00,408256.68,2372010.25,73.26,114.88
02:20:19.505759,7,240.89,183.89,1.11,1383519.62,407787.71,2320725.75,73.26,114.88
02:20:19.845825,8,240.89,183.89,1.11,1383519.62,407787.71,2320725.75,73.26,114.88
02:20:20.190726,9,245.47,191.12,1.13,1429076.00,419161.12,2731002.25,78.35,121.73
02:20:20.530886,10,246.13,192.16,1.13,1429076.00,419161.12,2731002.25,78.35,121.73
02:20:20.870759,11,246.13,192.16,1.13,1429076.00,419161.12,2731002.25,78.35,122.36
02:20:21.209837,12,247.90,198.19,1.10,1444633.00,423032.06,3062026.25,82.14,126.79
02:20:21.550858,13,247.90,198.19,1.10,1444633.00,423032.06,3062026.25,82.14,126.79
02:20:21.890299,14,247.90,198.19,1.10,1444633.00,423032.06,3053412.75,82.04,126.66
02:20:22.230822,15,247.90,196.97,1.10,1444633.00,423032.06,2993117.75,81.37,125.77
02:20:22.570257,16,247.90,196.97,1.10,1444633.00,423032.06,2993117.75,81.37,125.77
02:20:22.909649,17,247.90,196.97,1.10,1444633.00,423032.06,2993117.75,81.37,125.77
02:20:23.249876,18,247.90,196.97,1.10,1444633.00,423032.06,2993117.75,81.37,125.77
02:20:23.594400,19,247.90,196.97,1.10,1444633.00,423032.06,2993117.75,81.37,125.77
02:20:23.932176,20,247.68,196.97,1.10,1442688.37,422548.18,2993117.75,81.37,125.77
02:20:24.274493,21,246.13,196.97,1.10,1429076.00,419161.12,2993117.75,81.37,125.77
02:20:24.620454,22,246.13,196.97,1.10,1429076.00,419161.12,2993117.75,81.37,125.77
02:20:24.952582,23,245.47,194.88,1.11,1417687.00,416317.78,2881823.75,80.06,124.01
02:20:25.294086,24,240.89,188.59,1.12,1383519.62,407787.71,2547941.25,76.14,118.76
02:20:25.634919,25,240.89,188.59,1.12,1383519.62,407787.71,2547941.25,76.14,118.76
02:20:25.978554,26,242.20,190.99,1.12,1394908.75,410631.06,2740723.00,78.39,121.77
02:20:26.316288,27,246.13,198.19,1.10,1429076.00,419161.12,3062026.25,82.14,126.79
02:20:26.655292,28,246.13,198.19,1.10,1429076.00,419161.12,3062026.25,82.14,126.79
02:20:26.996276,29,246.57,198.19,1.10,1434909.87,420612.75,3062026.25,82.14,126.79
02:20:27.335999,30,247.90,198.19,1.10,1444633.00,423032.06,3062026.25,82.14,126.79
02:20:27.676208,31,247.90,198.19,1.10,1444633.00,423032.06,3062026.25,82.14,126.79
02:20:28.023984,32,247.90,198.65,1.10,1444633.00,423032.06,3088391.75,82.52,127.30
02:20:28.356660,33,247.90,199.41,1.10,1444633.00,423032.06,3132333.75,82.91,127.82
02:20:28.698701,34,247.90,199.41,1.10,1444633.00,423032.06,3132333.75,82.91,127.82
02:20:29.037381,35,247.90,198.95,1.10,1444633.00,423032.06,3097179.75,82.52,127.30
