time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
04:14:09.299753,0,178.44,178.10,1.36,879988.56,277703.65,2061906.25,69.77,110.15
04:14:09.644458,1,177.09,174.71,1.36,869959.75,274112.37,1881094.12,67.10,106.50
04:14:09.984508,2,174.83,169.06,1.37,853245.06,270521.09,1700281.87,64.44,102.85
04:14:10.326354,3,174.83,169.06,1.37,853245.06,270521.09,1700281.87,64.44,102.85
04:14:10.665104,4,177.25,173.58,1.36,871174.50,275332.56,1881093.87,67.10,106.50
04:14:11.004907,5,179.67,178.10,1.35,889103.87,280144.03,2061906.25,69.77,110.15
04:14:11.347026,6,179.67,178.10,1.35,889103.87,280144.03,2061906.25,69.77,110.15
04:14:11.688785,7,179.05,178.68,1.35,884546.12,278923.84,2092926.75,70.20,110.74
04:14:12.029751,8,178.44,179.25,1.36,879988.56,277703.65,2111539.00,70.46,111.09
04:14:12.374572,9,178.44,179.25,1.36,879988.56,277703.65,2111539.00,70.46,111.09
