time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
19:00:21.517489,0,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.564513,1,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.615734,2,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.665755,3,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.717757,4,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.769738,5,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.820728,6,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.872731,7,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.923733,8,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:21.973732,9,10.48,29.76,0.14,35235.77,13203.84,754537.87,13.58,20.18
19:00:22.041735,10,10.48,29.76,0.14,35235.77,13203.84,596373.81,12.33,18.56
19:00:22.075733,11,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.128738,12,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.175731,13,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.252732,14,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.282734,15,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.328734,16,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.381732,17,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.431734,18,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.487733,19,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.532731,20,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.583732,21,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.637732,22,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.687731,23,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.737733,24,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.787731,25,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.839732,26,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.889728,27,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.956741,28,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:22.993732,29,10.01,27.93,0.14,32888.25,12453.06,596373.81,12.33,18.56
19:00:23.046731,30,10.01,27.76,0.24,27266.23,10620.55,583587.37,12.22,18.41
19:00:23.094731,31,8.84,27.76,0.24,27266.23,10620.55,583587.37,12.22,18.41
19:00:23.145733,32,8.84,27.76,0.24,27266.23,10620.55,583587.37,12.22,18.41
