time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
19:01:32.639125,0,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.686128,1,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.740124,2,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.789130,3,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.839127,4,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.890126,5,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.942127,6,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:32.992125,7,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:33.044129,8,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:33.096123,9,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:33.148123,10,23.56,30.79,0.07,119481.74,37237.96,855846.62,14.31,21.10
19:01:33.198120,11,23.56,30.79,0.07,119481.74,35951.05,678500.25,13.00,19.43
19:01:33.249120,12,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.303127,13,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.362126,14,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.404123,15,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.456123,16,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.507128,17,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.558130,18,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.630121,19,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.693122,20,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.885129,21,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
19:01:33.899128,22,22.92,28.92,0.07,114633.64,35951.05,678500.25,13.00,19.43
