time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
13:38:55.571359,0,2285.78,256.18,0.21,41153028.00,7269292.00,7915524.50,121.54,177.75
13:38:55.911742,1,2285.78,256.18,0.21,41153028.00,7269292.00,7915524.50,121.54,177.75
13:38:56.252739,2,2285.78,254.76,0.21,41153028.00,7269292.00,7758571.50,120.52,176.46
13:38:56.589740,3,2285.78,250.52,0.21,41153028.00,7269292.00,7287712.50,117.46,172.60
13:38:56.939739,4,2285.78,250.52,0.21,41153028.00,7269292.00,7287712.50,117.46,172.60
13:38:57.374744,5,2277.29,249.47,0.21,40923524.00,7234812.00,7122360.00,116.34,171.18
13:38:57.614743,6,2251.83,246.33,0.21,40234996.00,7131371.00,6846772.50,114.48,168.81
13:38:57.947745,7,2251.83,246.33,0.21,40234996.00,7131371.00,6846772.50,114.48,168.81
13:38:58.287739,8,2260.32,247.03,0.21,40579256.00,7183091.00,6955966.50,115.22,169.75
13:38:58.627742,9,2285.78,249.12,0.21,41153028.00,7269292.00,7137956.50,116.46,171.33
13:38:58.967738,10,2285.78,249.12,0.21,41153028.00,7269292.00,7137956.50,116.46,171.33
13:38:59.306740,11,2285.78,249.64,0.21,41153028.00,7269292.00,7194115.00,116.96,171.96
13:38:59.647740,12,2285.78,250.52,0.21,41153028.00,7269292.00,7287712.50,117.46,172.60
13:38:59.984737,13,2285.78,250.52,0.21,41153028.00,7269292.00,7287712.50,117.46,172.60
13:39:00.324867,14,2248.39,247.91,0.23,39815088.00,7067614.00,6927024.50,114.99,169.46
13:39:00.665866,15,2186.09,243.56,0.26,38477140.00,6865937.00,6566336.50,112.52,166.32
13:39:01.006868,16,2186.09,243.56,0.26,38477140.00,6865937.00,6566336.50,112.52,166.32
13:39:01.345949,17,2235.93,254.19,0.23,39815084.00,7067614.50,7757853.00,120.18,178.42
13:39:01.685945,18,2285.78,264.82,0.21,41153028.00,7269292.00,8949369.00,127.85,185.68
13:39:02.023946,19,2285.78,264.82,0.21,41153028.00,7269292.00,8949369.00,127.85,185.68
