time,number,nh3,co,no2,c3h8,c4h10,ch4,h2,c2h5oh
13:57:37.332146,0,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.379148,1,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.435149,2,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.470149,3,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.519150,4,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.578151,5,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.616149,6,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.652150,7,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.716147,8,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.817147,9,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.913152,10,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.927148,11,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:37.950149,12,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:38.062156,13,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:38.069154,14,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:38.117150,15,180.24,32.02,0.03,2568016.25,503756.68,989440.56,15.19,22.22
13:57:38.146150,16,175.87,30.45,0.03,2474895.75,488203.25,820792.12,14.06,20.79
13:57:38.152150,17,175.87,30.45,0.03,2474895.75,488203.25,820792.12,14.06,20.79
13:57:38.192150,18,175.87,30.45,0.03,2474895.75,488203.25,820792.12,14.06,20.79
13:57:38.213148,19,175.87,30.45,0.03,2474895.75,488203.25,820792.12,14.06,20.79
